feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,target
2.0,39.0,1.0,9204.51111628183,1.0,1.0,122.13426522179032,1.0,37.0,37.0,35.303307729236536,32.20780855259409,123.06854251260847,0.0,0.0,0.0,1.0,0.0,0.0,37.955052111563646,0.0,0.0,5.325842018593941,8.488763027890911,3.1629210092969706,11.122190756972728,0.0,0.0,5.325842018593941,12.325842018593942,3.8370789907030294,13106.180334659999,0.0,10.848876302789092,1.2696631925624233,1.7856178826031517,2
1.0,39.0,1.0,9147.0,1.0,1.0,160.0,1.0,38.0,38.0,7.0,9.0,121.4,0.0,1.0,0.0,1.0,0.0,1.0,26.0,0.0,0.0,5.0,8.0,4.0,13.0,0.0,0.0,5.0,10.0,4.0,12.25,2.0,16.2,0.3,-0.92,3
1.0,1.0,1.0,9670.0,1.0,1.0,141.0,1.0,19.0,3.0,4.0,0.0,137.9,1.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,5.0,6.0,3.0,12.0,0.0,0.0,5.0,5.0,4.0,12.75,0.0,7.6,2.6,0.32,1
1.0,1.0,3.0,9238.0,1.0,1.0,121.0,1.0,38.0,37.0,8.0,8.0,115.4,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,7.0,6.0,1.17142857142857e+16,0.0,0.0,6.0,6.0,6.0,1.18333e+16,0.0,13.9,-0.3,0.79,3
1.0,1.0,2.0,9853.0,1.0,1.0,112.0,1.0,37.0,37.0,191.0,182.0,106.1,1.0,0.0,1.0,1.0,0.0,1.0,20.0,0.0,0.0,7.0,7.0,7.0,1.38571428571428e+16,0.0,0.0,7.0,8.0,7.0,1.25714e+16,0.0,8.9,1.4,3.51,3
1.0,7.0,1.0,9147.0,1.0,3.0,130.0,1.0,37.0,19.0,9.0,8.0,130.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,4.0,9.0,9.0,9.0,1088888888888880.0,0.0,3.0,10.0,18.0,10.0,1.16154e+16,0.0,10.8,1.4,1.74,3
1.0,5.369878173585976,1.0,9080.924695433965,1.0,2.4566260578619916,130.84222961031392,1.0,5.890365479242074,19.0,8.456626057861993,9.184939086792987,126.46806937610295,0.0,0.0,0.0,1.0,0.0,0.0,30.196382405033944,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,1
1.0,1.0,2.0,9238.0,1.0,1.0,134.0,1.0,1.0,19.0,4.0,5.0,126.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,10.0,4.0,11.0,0.0,0.0,6.0,8.0,5.0,11.2,0.0,10.8,1.4,1.74,3
1.0,39.0,1.0,9119.0,1.0,1.0,150.0,1.0,3.0,3.0,4.0,4.0,150.0,1.0,0.0,0.0,1.0,1.0,0.0,27.0,0.0,0.0,5.0,10.0,1.0,14.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.9,1.4,3.51,1
1.0,15.60919976079441,4.739224955148952,9254.0,1.0,1.0,120.04382483554616,1.0,1.260775044851048,19.0,4.0,6.652299940198603,116.35222747458441,1.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,5.913074985049651,11.478449910297904,0.0,0.0,0.0,0.0,5.913074985049651,0.4346250747517466,0.0,0.0,0.0,9.686852549336153,-0.4088374327234281,-2.996566478770504,1
1.0,16.0,4.0,9773.0,1.0,1.0,109.0,1.0,37.0,37.0,9.0,3.0,137.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,7.0,6.0,1.26666666666666e+16,0.0,0.0,6.0,8.0,5.0,12.8,0.0,10.8,1.4,1.74,3
1.0,24.366916654905122,2.283342948265582,9500.0,1.0,1.0,126.0,1.0,37.283342948265584,37.0,6.716657051734418,6.433314103468836,125.6616483982954,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,7.0,9.433314103468836,5.0,11.951333717930623,0.0,0.0,7.0,8.0,5.716657051734418,12.567658782422225,0.0,10.108299681070465,1.1666858965311633,1.5383169879485112,2
1.7632156906886145,17.892078228323726,1.0,9401.734511635776,1.0,12.234588063144031,132.36784309311386,1.0,28.475764864790126,28.475764864790126,8.052862762754458,5.0,133.14923131384143,0.2367843093113854,0.0,0.0,0.7632156906886146,0.0,0.0,29.86894121619753,0.0,1.6574901651796976,8.183921546556927,11.367843093113855,7.473568618622771,1.3738748148565012e+16,0.0,1.710352927934156,8.236784309311385,11.947137237245542,6.7632156906886145,920727.5254426531,0.0,13.937223558544856,2.46850196696406,-2.267542778512812,2
1.0,1.0,1.0,9254.0,1.0,1.0,120.0,1.0,1.0,1.0,9.0,10.0,118.3,0.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,6.0,8.0,6.0,1.28571428571428e+16,0.0,0.0,6.0,9.0,5.0,12.4,0.0,8.9,1.4,3.51,2
4.0,39.0,1.0,8014.0,0.0,1.0,133.1,1.0,37.0,37.0,9.0,7.0,140.0,0.0,0.0,0.0,1.0,0.0,1.0,43.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,8.9,1.4,3.51,1
1.0,17.0,2.0,9238.0,1.0,1.0,128.0,1.0,19.0,37.0,9.0,8.0,116.5,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,11.0,5.0,1.11428571428571e+16,0.0,0.0,6.0,11.0,4.0,11.25,0.0,16.2,0.3,-0.92,3
1.0,1.0,1.0,9085.0,1.0,1.0,129.0,1.0,1.0,2.0,3.0,1.0,125.9,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,13.0,4.0,12.0,2.0,0.0,5.0,8.0,3.0,12.0,0.0,9.4,-0.8,-3.12,2
1.0,1.0,1.0,9500.0,1.0,1.0,151.0,1.0,37.0,37.0,9.0,9.0,138.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,6.0,15.2,0.0,0.0,7.0,7.0,6.0,15.2,0.0,7.6,2.6,0.32,3
1.0,1.0,1.0,9254.0,1.0,1.0,133.0817716121524,1.0,34.5366063089568,17.17716121524042,2.453148364572126,2.453148364572126,102.77430081709943,0.18228387847595806,0.0,0.0,1.0,0.0,0.18228387847595806,20.817716121524043,0.0,0.0,6.0,15.270864486096167,1.6354322430480839,8.99487733676446,0.0,0.0,6.0,12.0,0.0,0.0,0.0,11.770352219772613,3.4994877336764465,-1.3317865654785646,1
1.0,10.914475419615817,2.538861608389962,9595.461719230136,1.0,9.761629440590722,124.60878346156562,1.0,29.930078146824336,15.080323671314677,5.847154020974905,5.847154020974905,119.53054015387876,0.769430804194981,0.0,0.769430804194981,0.230569195805019,0.230569195805019,0.0,20.383415174830112,0.0,2.075122762245171,7.844553566440152,9.07512276224517,7.844553566440152,1.2227053836996494e+16,0.0,0.691707587415057,6.691707587415057,10.691707587415056,2.922276783220076,1.0454072144762668e+16,0.0,16.038601562936485,0.8764229895125475,-1.6439872748277597,1
1.0,1.0,3.0,9500.0,1.0,1.0,147.0,1.0,37.0,38.0,9.0,5.0,134.8,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,6.0,1.40166666666666e+16,0.0,0.0,7.0,7.0,6.0,1.40167e+16,0.0,7.6,2.6,0.32,3
1.9127494628791288,7.872505371208712,1.0,8120.794657435947,0.08725053712087116,2.8254989257582577,130.87250537120872,1.0,32.033481737890384,35.78525483408784,82.49645380760508,82.32195273336333,138.6563417283386,0.08725053712087116,0.0,0.08725053712087116,0.0,0.08725053712087116,0.0,55.597229052286025,0.0,9.389246240153902,14.476496777274773,20.865743017428677,11.21474516591216,1.33333333333333e+16,0.0,7.4764967772747735,7.825498925758257,7.825498925758257,7.4764967772747735,11752.739966282794,0.0,10.634223979470345,1.4,1.894433450703942,1
1.0,1.0,1.804654249373112,9078.965093129702,1.0,1.0,131.04813166409855,1.0,30.355784630955437,29.75811175564199,1.804654249373112,1.804654249373112,120.95444144536103,1.0,0.0,0.0,1.0,0.0,0.0,20.597672875313442,0.0,0.0,5.402327124686556,7.195345750626888,4.2069813740596675,1.1534496895676578e+16,0.597672875313444,0.0,5.402327124686556,7.195345750626888,3.0,1.33333e+16,0.0,11.372320488534365,1.8895279389104984,-2.2713045170549093,2
1.0,1.0,1.0,9119.96980361544,1.0,1.0,120.64734413983965,1.0,2.823672069919822,1.0,2.617147755280623,3.5289837902405337,113.58562936431159,0.08816396504008894,0.0,0.0,1.0,0.9118360349599111,0.0,20.0,0.0,0.0,5.0,9.088163965040088,4.0,11.67934756853608,0.0,0.0,5.0,7.440819825200444,3.823672069919822,12.316122973780066,1.8236720699198221,8.049636221704453,2.6969803615440977,0.1419087906190204,2
1.0,17.0,1.0,9853.0,1.0,1.0,134.0,1.0,1.0,19.0,4.0,5.0,122.5,1.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,6.0,10.0,5.0,1.31666666666666e+16,0.0,0.0,6.0,8.0,5.0,12.4,0.0,15.5,2.8,-4.06,2
1.0,18.0,1.0,9119.0,1.0,1.0,146.0,1.0,1.0,37.0,7.0,7.0,132.4,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,5.0,5.0,1.0,16.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,9.4,-0.8,-3.12,1
1.7840920823964095,39.0,1.0,9003.0,1.0,1.0,130.6076713638572,1.0,37.0,37.0,9.0,7.0,112.41193093820269,0.8039769794008976,0.0,0.19602302059910237,0.0,0.8039769794008976,0.0,33.62783885580628,0.0,0.0,6.0,17.0,1.7840920823964095,13.0,0.0,0.0,6.0,8.588069061797308,0.7840920823964095,2.303270492039452,0.0,15.186363167041437,2.1923286361427827,-3.1092883500943533,1
1.0,41.028294999791854,1.187781428591252,9500.0,1.0,1.0,121.18778142859125,1.0,36.26302178553092,18.154983571339365,4.906109285704374,5.140836071443439,115.40938907142957,1.0,0.0,0.0,1.0,0.0,0.953054642852187,23.71832785711312,0.0,0.0,7.953054642852187,8.046945357147813,6.953054642852187,1.1981376516157444e+16,0.0,0.0,7.953054642852187,8.046945357147813,6.953054642852187,1.1962569578320496e+16,0.0,12.864308750017345,3.540385785697436,-1.6633826214247058,2
1.0,1.0,1.0,9773.0,1.0,1.0,136.0,1.0,19.0,19.0,4.0,3.0,126.2,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,1.31666666666666e+16,0.0,0.0,6.0,6.0,6.0,15.0,0.0,16.2,0.3,-0.92,3
2.0,39.0,1.0,9556.0,1.0,1.0,100.0,1.0,37.0,37.0,9.0,9.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0,47.0,0.0,1.0,7.0,16.0,6.0,1.25142857142857e+16,0.0,0.0,7.0,15.0,4.0,11.75,0.0,12.7,3.7,-1.7,1
1.0,17.0,2.0,9254.0,1.0,1.0,115.0,1.0,19.0,19.0,9.0,7.0,113.3,1.0,0.0,1.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,11.1,0.6,2.02,1
1.0,1.0,2.47501294258494,9254.0,1.0,1.0,111.52498705741506,1.0,37.0,37.0,6.71251941387741,6.23750647129247,107.78629594617654,1.0,0.0,0.0,0.23750647129246993,0.0,0.0,20.95002588516988,0.0,0.0,6.0,3.325090598094579,0.47501294258493987,2.493817948570934,0.0,0.0,6.0,2.6125711842171695,0.23750647129246993,2.3750647129246993,0.0,11.028748058612258,0.7900051770339759,1.9534981880381084,1
1.0,17.0,1.0,9238.0,1.0,1.0,136.0,1.0,38.0,1.0,9.0,4.0,129.7,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,1.21666666666666e+16,0.0,0.0,6.0,7.0,6.0,1.37143e+16,0.0,15.5,2.8,-4.06,3
1.0,44.0,1.0,9085.0,1.0,39.0,140.0,1.0,3.0,38.0,2.0,9.0,140.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,7.0,12.0,18.0,8.0,12.25,0.0,4.0,12.0,27.0,8.0,12.2,0.0,12.4,0.5,1.79,2
1.0,24.00799791414732,1.0,9356.98421442381,1.0,21.332649319479028,136.28055775146927,1.0,2.0701394378673172,9.368745059194145,4.324651405331707,3.9298605621326828,135.30420416122996,1.0,0.0,0.0,1.0,0.4649302810663414,0.0,19.46493028106634,0.0,0.0,6.0,10.0,5.464930281066342,1.268880620386026e+16,0.0,0.0,6.0,13.885766908270245,4.0,12.331162851332927,0.0,12.4,0.5,1.79,2
1.0,8.95943830367825,1.5025351060201095,9670.0,1.0,1.0,122.47211383377879,1.0,37.0,37.0,9.0,9.0,123.68941096611938,0.4974648939798906,0.0,0.0,1.0,0.4974648939798906,0.0,20.507605318060328,0.0,0.0,5.497464893979891,7.502535106020109,3.994929787959781,12.596957872775869,0.0,0.0,5.497464893979891,9.49746489397989,3.492394681939672,12.119296011454754,0.5025351060201094,9.19188766073565,2.0030421272241314,1.0264001494514445,2
1.0,1.0,1.0,9147.0,1.0,1.0,124.0,1.0,38.0,19.0,3.0,10.0,128.6,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,5.0,5.0,4.0,12.0,0.0,0.0,4.0,4.0,2.0,11.5,0.0,7.6,2.6,0.32,2
1.0,1.0,4.0,9500.0,1.0,1.0,140.0,1.0,3.0,19.0,2.0,3.0,133.8,1.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,8.0,14.0,5.0,12.46,0.0,0.0,8.0,14.0,5.0,12.46,0.0,10.8,1.4,1.74,2
1.0,1.0,1.0,9119.0,1.0,1.0,148.0,1.0,19.0,19.0,9.0,8.0,129.8,0.0,0.0,0.0,0.0,1.0,1.0,18.0,0.0,0.0,5.0,6.0,5.0,15.0,0.0,0.0,5.0,6.0,5.0,14.2,0.0,8.9,1.4,3.51,2
1.0,1.0,1.0,9500.0,1.0,1.0,130.0,1.0,3.0,3.0,1.0,5.0,118.8,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,7.0,1.36771428571428e+16,0.0,0.0,8.0,9.0,8.0,1.45333e+16,0.0,11.1,0.6,2.02,3
1.0,17.0,1.0,9085.0,1.0,1.0,109.0,1.0,19.0,19.0,4.0,9.0,104.1,1.0,0.0,1.0,0.0,0.0,1.0,21.0,0.0,0.0,6.0,16.0,2.0,13.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,15.5,2.8,-4.06,1
1.0,17.0,3.0,171.0,1.0,1.0,125.0,1.0,37.0,37.0,5.0,10.0,120.5,1.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.5,1.79,3
1.9083006648885699,4.943071409791496,1.0,9144.43241861688,1.0,4.484574734234345,137.27509800533429,1.0,17.349411967994257,35.34941196799426,8.54150332444285,8.633202659554279,125.83050962773831,0.09169933511143014,0.0,0.0,1.0,0.09169933511143014,0.0,19.27509800533429,0.0,0.0,5.0,6.27509800533429,3.6332026595542795,10.21838247999641,0.0,0.0,5.0,9.633202659554279,2.9083006648885696,1.1709935111648696e+16,0.0,10.8,1.4,1.74,2
2.0,39.0,1.0,9991.0,0.0,1.0,145.29840023181117,1.0,37.0,37.0,9.0,7.940319953637767,121.3246000579528,0.0,0.0,0.0,0.5298400231811167,0.5298400231811167,0.0,42.76856020863005,0.0,0.0,5.0,7.58952006954335,4.470159976818883,11.076856020863005,0.0,0.0,5.0,7.41047993045665,3.58952006954335,11.31790401390867,0.5298400231811167,9.997815881776305,3.1171759745007717,-0.6297231531741443,1
1.0,1.8110912470757494,1.2027728117689374,171.0,1.0,1.0,130.5437611735199,1.0,19.0,18.64514757940436,8.797227188231062,9.0,134.51473165763903,1.0,0.0,0.9493067970577657,1.0,0.05069320294223434,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.926256704111934,0.35576252323645785,-0.785156080173657,1
2.0,39.0,1.0,9500.0,1.0,1.0,133.1,1.0,37.0,37.0,9.0,9.0,130.1,0.0,0.0,0.0,0.0,1.0,0.0,37.0,0.0,0.0,7.0,10.0,5.0,13.0,0.0,0.0,7.0,9.0,5.0,12.88,0.0,11.1,0.6,2.02,1
1.0,44.0,1.0,9238.0,1.0,39.0,140.0,41.0,1.0,1.0,4.0,6.0,137.5,0.0,0.0,1.0,1.0,0.0,1.0,23.0,1.0,3.0,6.0,7.0,6.0,1.31428571428571e+16,0.0,2.0,6.0,6.0,6.0,14.0,0.0,12.4,0.5,1.79,3
1.0,1.0,1.0,9238.0,1.0,1.0,132.0,1.0,37.0,37.0,9.0,7.0,129.9,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,7.0,5.0,13.2,0.0,0.0,6.0,6.0,6.0,1.26667e+16,0.0,10.8,1.4,1.74,2
1.0,17.0,1.0,9500.0,1.0,1.0,148.0,1.0,38.0,37.0,5.0,9.0,137.8,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,8.0,8.0,7.0,1.49628571428571e+16,0.0,0.0,8.0,8.0,7.0,1.49629e+16,0.0,10.8,1.4,1.74,3
1.0,2.9768947859952988,2.3706677723741185,9670.0,1.0,1.0,117.98844739299764,1.0,34.77599336575529,36.13510853112706,8.752888151750588,8.752888151750588,112.61546909922306,0.12355592412470617,0.0,0.0,1.0,0.0,0.12355592412470617,21.62933222762588,0.0,0.0,5.0,8.0,3.0,11.81466611381294,0.0,0.0,5.0,8.62933222762588,2.2471118482494123,11.09266694309353,1.0,7.6,2.6,0.32,2
2.0,39.0,1.0,9773.0,1.0,1.0,110.19691975814939,1.0,37.0,37.0,8.982950670290096,9.94885201087029,139.93180268116038,0.0,0.0,0.9914753351450482,0.008524664854951847,1.0,0.0,43.0,0.0,0.0,6.0,15.94885201087029,2.017049329709904,10.014918163496166,0.0,0.0,6.0,11.957376675725241,3.9659013405801926,12.14557285552684,0.0,10.840065924818274,1.4119345307969324,1.6905569438412797,1
1.0,17.0,3.0,171.0,1.0,1.0,133.0,1.0,1.0,37.0,4.0,7.0,126.0,1.0,0.0,0.0,1.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,2
1.0,1.0,1.0,171.0,1.0,1.0,174.0,1.0,5.0,3.0,3.0,3.0,157.9,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,3
1.0,42.64582635754553,1.0,9500.0,1.0,1.0,125.4427170530681,1.0,37.08854341061362,37.0,8.645826357545527,7.0,123.28124372179097,1.0,0.0,0.0,1.0,0.0,1.0,18.61980387429533,0.0,0.0,7.088543410613618,8.265630231840854,5.1770868212272365,12.898073666563855,0.26563023184085444,0.0,7.088543410613618,8.265630231840854,5.1770868212272365,12.898073666563855,0.26563023184085444,7.759378139104513,2.2989524039136984,0.015410667489153596,2
1.0,3.8810763575887766,4.279730910602806,9500.0,1.0,1.0,140.2797309106028,1.0,31.337510923075953,31.337510923075953,9.0,9.0,139.70703127817012,1.0,0.0,0.0,1.0,0.0,0.18006727234929853,18.0,0.0,0.0,7.819932727650701,8.360134544698598,7.459798182952104,1051873.6216903795,0.0,0.0,7.819932727650701,8.0,7.819932727650701,1073906.9304386391,0.0,9.706114362993807,-0.5479058187109821,-2.1944542201246056,1
1.0,1.0,1.0,8081.0196063494,0.04510067722032318,1.0,123.72161083552517,1.0,4.533423025490988,2.6687250571519576,2.1804027088812927,8.86469796833903,127.31586573351196,1.0,0.0,0.0,1.0,0.9548993227796768,0.04510067722032318,25.684295259457738,0.0,0.0,6.090201354440646,6.180402708881292,6.0,1.18333333333333e+16,0.0,0.0,6.090201354440646,6.180402708881292,6.0,1.1674213772824906e+16,0.0,10.736859051891548,1.3007785101152889,1.5208107087092293,2
1.0,44.0,1.0,9003.0,1.0,39.0,180.0,1.0,1.0,3.0,4.0,2.0,180.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,6.0,6.0,1.58333333333333e+16,0.0,0.0,6.0,8.0,6.0,15.5,0.0,15.5,2.8,-4.06,3
1.0,44.0,1.0,9070.0,1.0,1.0,140.0,1.0,1.0,1.0,9.0,8.0,144.3,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,2.0,7.0,7.0,7.0,13.0,0.0,5.0,9.0,9.0,9.0,1322220000000000.0,0.0,12.4,0.5,1.79,3
